event_id,camera_id,lane_id,LPN,LPJ,LPT,LPN_OCRval,LPJ_OCRval,LPT_OCRval,LPN_score,LPJ_score,LPT_score,weighted_score,baseline_tau_weighted,baseline_tau_or,LPN_thresh,LPJ_thresh,LPT_thresh,decision_weighted_baseline,decision_or_adaptive,feedback_source,error_label,overall_correct
s0-c1-676,CAM-1,1,BSN6237,NM,GOV,BSN6237,NM,GOV,88.385,87.394,52.492,82.654,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-677,CAM-1,1,UYU4061,CO,PASSENGER,UYU4061,CO,PASSENGER,97.520,86.237,49.000,86.293,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-678,CAM-1,1,TTX4083,NM,GOV,TTX4083,NM,GOV,93.202,84.378,52.366,83.988,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-679,CAM-1,1,EEA4374,NV,GOV,EEA4374,NV,GOV,95.766,92.404,49.712,87.681,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-680,CAM-1,1,LJL9994,NV,COMMERCIAL,LJL9994,NV,COMMERCIAL,91.253,88.859,50.837,84.352,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-681,CAM-1,1,IKX1082,AZ,GOV,IKX1082,AZ,GOV,94.296,88.690,51.861,85.969,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-682,CAM-1,1,IZV3657,TX,COMMERCIAL,IZV3657,TX,GOV,90.466,85.936,50.258,82.849,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-683,CAM-1,1,YQV0939,CO,COMMERCIAL,YQV0939,CO,GOV,89.502,87.953,52.911,83.471,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-684,CAM-1,1,IXO1487,CO,COMMERCIAL,IXO1487,CO,COMMERCIAL,90.524,88.064,51.821,83.857,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-685,CAM-1,1,TRS7163,NM,COMMERCIAL,TRS7163,NM,GOV,89.833,85.864,50.153,82.492,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-686,CAM-1,1,CWA5650,NM,TEMP,CWA5650,NM,TRAILER,90.473,88.093,50.752,83.682,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-687,CAM-1,1,SCD7892,CO,PASSENGER,SCD7892,CO,PASSENGER,89.737,85.468,46.871,81.813,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-688,CAM-1,1,BPA4082,FL,COMMERCIAL,BPA4082,FL,COMMERCIAL,93.537,85.573,53.880,84.801,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-689,CAM-1,1,NYW3761,CO,GOV,NYW3761,NV,PASSENGER,90.639,88.602,54.029,84.434,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-690,CAM-1,1,ETL4411,CA,GOV,ETL4411,CA,GOV,92.130,88.417,53.074,84.972,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-691,CAM-1,1,IOF8080,CO,GOV,IOF8080,CO,PASSENGER,92.026,84.592,52.227,83.454,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-692,CAM-1,1,IGR2259,CO,GOV,IGR2259,CO,TRAILER,92.394,86.279,51.485,84.117,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-693,CAM-1,1,XXX7947,OK,PASSENGER,XXX7947,OK,PASSENGER,96.047,85.181,50.833,85.462,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-694,CAM-1,1,OEK9981,FL,GOV,OEK9981,FL,TEMP,91.970,87.981,54.567,84.964,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-695,CAM-1,1,DZY5475,AZ,COMMERCIAL,DZY5475,AZ,COMMERCIAL,92.826,84.880,52.442,83.988,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-696,CAM-1,1,CSO8315,CA,TRAILER,CSO8315,CA,COMMERCIAL,97.076,84.766,51.761,85.970,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-697,CAM-1,1,TLN9652,CO,TRAILER,TLN9652,CO,TRAILER,90.102,87.458,49.716,83.119,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-698,CAM-1,1,MGH3459,FL,TRAILER,MGH3459,FL,TRAILER,94.115,91.562,48.875,86.435,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-699,CAM-1,1,BAN7546,FL,TEMP,BAN7546,FL,TEMP,93.528,87.503,45.725,84.249,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-700,CAM-1,1,YHA5406,NV,COMMERCIAL,YHA5406,NV,TEMP,92.381,90.603,50.242,85.438,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-701,CAM-1,1,VLJ3939,OK,TEMP,VLJ3939,OK,PASSENGER,93.869,86.567,53.681,85.285,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-702,CAM-1,1,BRP6053,NM,TEMP,BRP6053,NM,TEMP,88.005,86.471,50.745,81.879,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-703,CAM-1,1,KVY5734,TX,PASSENGER,KVY5734,TX,PASSENGER,91.208,91.382,52.467,85.458,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-704,CAM-1,1,UDV1327,CA,PASSENGER,UDV1327,CA,PASSENGER,91.655,86.003,48.821,83.252,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-705,CAM-1,1,FYN7153,AZ,TEMP,FYN7153,AZ,TEMP,94.760,86.939,48.933,85.149,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-706,CAM-1,1,HFN2511,OK,TEMP,HFN2511,OK,TEMP,91.528,83.339,50.650,82.530,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-707,CAM-1,1,IOS1296,CO,COMMERCIAL,IOS1296,CO,TEMP,92.799,88.871,50.881,85.136,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-708,CAM-1,1,VQZ9950,FL,TRAILER,VQZ9950,FL,PASSENGER,94.450,85.536,52.208,84.994,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-709,CAM-1,1,WIZ5694,AZ,TEMP,WIZ5694,AZ,PASSENGER,95.226,86.421,48.879,85.192,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-710,CAM-1,1,IKS2462,FL,GOV,IKS2462,FL,GOV,93.048,84.374,46.986,83.103,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-711,CAM-1,1,LJK8024,FL,COMMERCIAL,LJK8024,FL,COMMERCIAL,92.249,87.924,50.074,84.409,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-712,CAM-1,1,QWJ6718,NV,PASSENGER,QWJ6718,NV,GOV,88.426,85.768,52.189,82.060,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-713,CAM-1,1,STN5846,AZ,PASSENGER,STN5846,AZ,COMMERCIAL,87.914,88.252,47.918,82.033,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-714,CAM-1,1,FLQ8062,CO,PASSENGER,FLQ8062,CO,COMMERCIAL,94.607,88.201,48.802,85.494,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-715,CAM-1,1,CIM1064,CA,COMMERCIAL,CIM1064,CA,COMMERCIAL,88.568,88.033,51.743,82.857,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-716,CAM-1,1,QOS1471,AZ,TEMP,QOS1471,AZ,COMMERCIAL,95.783,86.426,49.493,85.565,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-717,CAM-1,1,TDB8347,NM,COMMERCIAL,TDB8347,NM,TRAILER,92.544,84.838,47.077,83.027,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-718,CAM-1,1,DRG9231,FL,PASSENGER,DRG9231,FL,PASSENGER,94.347,89.785,50.288,86.142,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-719,CAM-1,1,ITM3561,NM,GOV,ITM3561,NM,TEMP,90.567,88.580,51.021,83.940,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-720,CAM-1,1,JDH9030,TX,TRAILER,JDH9030,TX,GOV,88.521,84.908,51.360,81.682,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-721,CAM-1,1,KDG1217,NV,PASSENGER,KDG1217,NV,PASSENGER,96.125,85.058,51.782,85.600,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-722,CAM-1,1,FAC1733,CO,PASSENGER,FAC1733,CO,PASSENGER,91.135,90.421,51.383,84.922,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-723,CAM-1,1,FSV7372,TX,GOV,FSV7372,TX,GOV,89.492,89.874,50.033,83.707,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-724,CAM-1,1,POB5228,CO,GOV,POB5228,CO,TEMP,93.372,83.746,47.983,83.195,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-725,CAM-1,1,LRS9757,AZ,TEMP,LRS9757,AZ,PASSENGER,93.470,88.532,51.322,85.419,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-726,CAM-1,1,ODD8234,AZ,TEMP,ODD8234,AZ,GOV,91.883,90.751,52.324,85.553,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-727,CAM-1,1,ILO0598,CO,COMMERCIAL,ILO0598,CO,COMMERCIAL,93.514,84.993,51.943,84.296,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-728,CAM-1,1,HFK2233,AZ,TRAILER,HFK2233,AZ,TRAILER,91.370,88.680,53.913,84.810,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-729,CAM-1,1,KPC8702,NM,TEMP,KPC8702,NM,PASSENGER,90.762,87.343,52.925,83.890,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-730,CAM-1,1,CVU8383,NV,TEMP,CVU8383,NV,TEMP,91.025,91.006,50.409,84.926,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-731,CAM-1,1,NKA9952,OK,COMMERCIAL,NKA9952,OK,COMMERCIAL,91.921,87.598,50.061,84.129,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-732,CAM-1,1,QWW5087,AZ,TEMP,QWW5087,AZ,PASSENGER,91.682,81.663,52.606,82.314,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-733,CAM-1,1,ZNZ5025,AZ,GOV,ZNZ5025,AZ,GOV,94.265,93.791,49.526,87.388,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-734,CAM-1,1,VOI6024,CO,TEMP,VOI6024,CO,TEMP,93.035,86.516,54.724,85.007,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-735,CAM-1,1,YIT7461,AZ,TEMP,YIT7461,AZ,TEMP,87.005,85.567,47.405,80.562,81.000,47.000,83.745,78.847,43.067,review,auto_clear,none,,1
s0-c1-736,CAM-1,1,IEC9255,CA,GOV,IEC9255,CA,GOV,88.536,84.828,55.011,82.209,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-737,CAM-1,1,BZV7924,NV,TEMP,BZV7924,NV,TEMP,94.911,88.840,50.111,86.066,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-738,CAM-1,1,KOD7624,NV,PASSENGER,KOD7624,NV,TEMP,87.602,87.847,51.555,82.281,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-739,CAM-1,1,HIO3202,TX,PASSENGER,HIO3202,TX,PASSENGER,90.572,87.389,47.426,82.986,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-740,CAM-1,1,PIY9435,NM,PASSENGER,PIY9435,NM,PASSENGER,91.180,84.120,53.165,83.007,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-741,CAM-1,1,MCJ3438,CA,GOV,MCJ3438,CA,GOV,90.887,87.297,51.777,83.764,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-742,CAM-1,1,FSN4753,FL,COMMERCIAL,FSN4753,FL,COMMERCIAL,90.572,89.920,51.587,84.496,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-743,CAM-1,1,MDZ8656,TX,COMMERCIAL,MDZ8656,TX,COMMERCIAL,90.000,83.889,52.825,82.285,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-744,CAM-1,1,ILU4766,TX,GOV,ILU4766,TX,TEMP,86.755,91.729,52.131,83.302,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-745,CAM-1,1,OLO3699,OK,TEMP,OLO3699,OK,TEMP,90.915,86.765,53.518,83.853,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-746,CAM-1,1,MKN1096,TX,TEMP,MKN1096,TX,PASSENGER,95.086,82.150,50.261,83.835,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-747,CAM-1,1,IYJ3731,CA,PASSENGER,IYJ3731,CA,PASSENGER,93.359,86.227,50.617,84.451,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-748,CAM-1,1,IAW3654,AZ,TRAILER,IAW3654,AZ,TRAILER,88.789,85.426,52.870,82.224,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-749,CAM-1,1,FLB7462,AZ,COMMERCIAL,FLB7462,FL,COMMERCIAL,86.121,88.912,52.436,82.045,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-750,CAM-1,1,PLL1111,CA,COMMERCIAL,PLL1111,CA,COMMERCIAL,95.180,87.287,56.180,86.567,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-751,CAM-1,1,PIO0031,TX,GOV,PIO0031,TX,GOV,93.191,86.997,48.460,84.313,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-752,CAM-1,1,GMQ3268,CO,PASSENGER,GMQ3268,CO,TEMP,87.746,84.008,50.017,80.779,81.000,47.000,83.745,78.847,43.067,review,auto_clear,none,,0
s0-c1-753,CAM-1,1,ZVM0051,AZ,TRAILER,ZVM0051,AZ,TRAILER,92.302,88.570,47.599,84.290,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-754,CAM-1,1,ATN5660,OK,PASSENGER,ATN5660,OK,PASSENGER,93.410,89.593,48.527,85.342,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-755,CAM-1,1,UJO1137,OK,TEMP,UJO1137,OK,TRAILER,91.794,84.416,51.226,83.126,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-756,CAM-1,1,DVR2209,TX,COMMERCIAL,DVR2209,TX,COMMERCIAL,91.886,89.632,49.274,84.705,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-757,CAM-1,1,CDY2755,FL,COMMERCIAL,CDY2755,FL,TRAILER,89.685,88.188,50.673,83.309,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-758,CAM-1,1,DRA0354,NM,GOV,DRA0354,NM,GOV,92.765,84.559,48.758,83.292,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-759,CAM-1,1,HNB4608,NV,TEMP,HNB4608,TX,TEMP,89.839,85.721,50.862,82.551,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-760,CAM-1,1,DQU3735,AZ,COMMERCIAL,DQU3735,AZ,COMMERCIAL,92.022,88.186,48.373,84.132,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-761,CAM-1,1,RCT8101,AZ,TRAILER,RCT8101,AZ,TEMP,92.872,79.347,53.882,82.289,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-762,CAM-1,1,GIN6444,CA,GOV,GIN6444,CA,COMMERCIAL,89.479,84.539,51.725,82.087,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-763,CAM-1,1,BDZ2215,NM,TRAILER,BDZ2215,NM,TEMP,93.671,88.745,51.041,85.552,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-764,CAM-1,1,CIE5220,FL,TRAILER,CI45220,FL,TRAILER,86.716,89.163,48.972,81.911,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-765,CAM-1,1,XTR8689,NV,PASSENGER,XTR8689,NV,PASSENGER,94.209,87.216,51.029,85.284,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-766,CAM-1,1,IFP4580,OK,GOV,IFP4580,OK,TRAILER,92.055,83.163,48.436,82.400,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-767,CAM-1,1,YSV9941,AZ,GOV,YSV9941,AZ,GOV,88.557,88.301,49.158,82.558,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-768,CAM-1,1,IYD9806,TX,TRAILER,IYD9806,TX,TRAILER,91.550,88.759,52.904,84.776,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-769,CAM-1,1,EMD0307,AZ,PASSENGER,EMD0307,AZ,PASSENGER,94.150,87.462,48.486,84.960,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-770,CAM-1,1,ZSN2800,TX,PASSENGER,ZSN2800,TX,GOV,90.306,88.527,51.608,83.879,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-771,CAM-1,1,ZZO7433,FL,PASSENGER,ZZO7433,FL,GOV,91.621,88.624,53.903,84.914,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-772,CAM-1,1,IVP9469,FL,PASSENGER,IVP9469,FL,TRAILER,91.630,88.052,48.591,83.922,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-773,CAM-1,1,GKS9544,TX,TRAILER,GKS9544,TX,TRAILER,89.802,88.806,51.754,83.746,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-774,CAM-1,1,UAH6863,NV,GOV,UAH6863,NV,TEMP,90.668,89.387,53.810,84.691,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-775,CAM-1,1,JPR0857,NM,GOV,JPR0857,NM,GOV,92.554,85.293,51.658,83.878,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-776,CAM-1,1,LEF8128,OK,GOV,LEF8128,OK,GOV,92.680,88.919,48.545,84.744,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-777,CAM-1,1,UEX8806,NV,GOV,UEX8806,NV,TEMP,93.262,82.841,50.552,83.208,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-778,CAM-1,1,VHX8329,FL,TRAILER,VHX8329,FL,TRAILER,88.723,80.895,54.706,80.880,81.000,47.000,83.745,78.847,43.067,review,auto_clear,none,,1
s0-c1-779,CAM-1,1,MJE9200,OK,GOV,MJE9200,OK,TEMP,94.529,88.367,50.378,85.750,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-780,CAM-1,1,EJV6213,NV,GOV,EJV6213,NV,COMMERCIAL,95.511,86.769,56.182,86.552,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-781,CAM-1,1,UCA1071,TX,COMMERCIAL,UCA1071,TX,COMMERCIAL,93.688,85.850,51.520,84.620,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-782,CAM-1,1,VXR7364,CA,GOV,VXR7364,CA,GOV,93.248,89.623,53.108,85.958,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-783,CAM-1,1,AVR3956,NM,GOV,AVR3956,NM,GOV,95.388,87.695,51.345,86.089,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-784,CAM-1,1,CLH5291,OK,COMMERCIAL,CLH5291,OK,COMMERCIAL,94.853,89.436,48.698,86.033,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-785,CAM-1,1,ZJW7182,FL,PASSENGER,ZJW7182,FL,PASSENGER,89.818,91.184,51.616,84.566,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-786,CAM-1,1,UYT6302,AZ,TRAILER,UYT6302,AZ,TRAILER,92.181,88.744,47.517,84.279,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-787,CAM-1,1,WAD1091,AZ,COMMERCIAL,WAD1091,AZ,COMMERCIAL,91.199,85.898,49.508,83.090,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-788,CAM-1,1,ZOZ0925,CA,TEMP,ZOZ0925,CA,TEMP,90.962,87.089,52.093,83.776,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-789,CAM-1,1,RPG7639,TX,TRAILER,RPG7639,TX,TRAILER,90.878,87.427,48.232,83.273,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-790,CAM-1,1,WZO6402,NV,GOV,WZO6402,NV,GOV,94.871,88.634,52.131,86.277,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-791,CAM-1,1,UXL3522,OK,TRAILER,UXL3522,OK,COMMERCIAL,93.502,87.292,50.735,84.914,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-792,CAM-1,1,TSF0484,TX,PASSENGER,TSF0484,TX,PASSENGER,92.436,90.438,50.289,85.415,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-793,CAM-1,1,FPV9923,TX,COMMERCIAL,FPV9923,TX,GOV,94.012,85.547,50.573,84.534,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-794,CAM-1,1,NJI3591,NM,GOV,NJI3591,NM,GOV,92.265,87.412,47.899,83.912,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-795,CAM-1,1,RSD8573,AZ,TEMP,RSD8573,AZ,TEMP,92.616,86.933,49.573,84.170,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-796,CAM-1,1,CKH4308,FL,GOV,CKH4308,FL,TRAILER,88.883,88.181,51.877,83.086,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-797,CAM-1,1,CLK1588,FL,TEMP,CLK1588,FL,TEMP,90.397,88.588,54.105,84.320,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-798,CAM-1,1,RQF8582,NM,TRAILER,RQF8582,NM,TRAILER,93.364,83.536,50.063,83.429,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-799,CAM-1,1,IGI1497,CA,TEMP,IGI1497,CA,TEMP,93.578,80.901,48.844,82.431,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-800,CAM-1,1,GLA0122,CA,PASSENGER,GLA0122,CA,PASSENGER,89.872,88.503,49.506,83.338,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-801,CAM-1,1,JVP5027,AZ,GOV,JVP5027,AZ,TRAILER,94.016,89.030,52.586,86.057,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,dispute,type1,0
s0-c1-802,CAM-1,1,DPU0225,NM,PASSENGER,DPU0225,NM,PASSENGER,93.637,85.626,50.852,84.416,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-803,CAM-1,1,DFW9047,OK,PASSENGER,DFW9047,OK,PASSENGER,93.480,90.125,55.965,86.678,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-804,CAM-1,1,RVL5638,FL,PASSENGER,RVL5638,FL,PASSENGER,91.572,87.069,50.986,83.908,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-805,CAM-1,1,KNJ6868,AZ,COMMERCIAL,KNJ6868,AZ,COMMERCIAL,93.629,91.574,51.281,86.557,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-806,CAM-1,1,JER3247,CA,TEMP,JER3247,CA,TEMP,92.564,85.183,53.317,84.093,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-807,CAM-1,1,RXE6959,CO,GOV,RXE6959,CO,GOV,84.883,86.989,51.692,80.642,81.000,47.000,83.745,78.847,43.067,review,auto_clear,none,,1
s0-c1-808,CAM-1,1,RBB7088,FL,TRAILER,RBB7088,FL,TRAILER,94.527,89.437,55.071,86.827,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-809,CAM-1,1,ABO5985,TX,TRAILER,ABO5985,CA,TRAILER,94.421,86.672,51.240,85.232,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-810,CAM-1,1,RIU7369,OK,TRAILER,RIU7369,OK,GOV,92.859,86.189,49.172,83.971,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-811,CAM-1,1,BBN6993,AZ,COMMERCIAL,BBN6993,AZ,TRAILER,93.846,86.196,51.091,84.755,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
s0-c1-812,CAM-1,1,CJL7270,OK,PASSENGER,CJL7270,OK,PASSENGER,92.743,82.859,52.456,83.241,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,1
s0-c1-813,CAM-1,1,KQB8993,CA,PASSENGER,KQB8993,CA,TRAILER,92.525,87.068,46.388,83.694,81.000,47.000,83.745,78.847,43.067,auto_clear,auto_clear,none,,0
